Credit Name,State,sale_year,Underlying Moodys Rating,Fiscal Year End,Cash & Short-Term Investments (GF),Deferred Rev (GF),Total Liabilities (GF),Unassigned Fund Balance (GF),Total Fund Balance (GF),General Fund Rev,General Fund Exp,Total Taxable Assessed Value,Total Assessed Value,Current Debt Service (all Gov funds),Current Portion GO Debt (Gov),Current Portion Long-Term Debt (Gov),Short-Term Debt (Gov),Long-Term Debt (Gov),"Invested in Capital Assets, net of related debt (Gov)",Total Restricted Net Assets (Gov),Unrestricted Net Assets (Gov),Total Net Assets (Gov),Operating Grants & Contributions (Gov),Total Rev (Gov),Total Exp (Gov),Revenue Over Expense (Gov),Change in Net Assets (Gov),Total Pension Liability (EOY),Total Pension Expense,Population,Total Primary Government Expenses,moodys_ratings_num,short_run_pos,liquidity,net_assets_prev_year,net_asset_growth,operating_margin,own_source_rev,debt_burden,coverage,net_invest_prev_year,cap_asset_condition
Hollywood,FL,2022,Aa3,2018-09-30,57865,0.0,6159,57593.0,72097,205003.0,189660.0,15237647.0,22756682.0,19558.0,2580.0,16492.0,0.0,125501.0,71886.0,34865.0,-779606.0,-672855.0,3929.0,255817.0,246929.0,8888.0,15950.0,1314943.0,59713.0,153461,341130.0,9,0.2809373521363102,9.39519402500406,-351551.0,-0.04537037300420138,-0.034743586235473016,0.015358635274434458,0.8178038719935358,0.07920495365064452,65894.0,1.0909339241812608
Hollywood,FL,2022,Aa3,2016-09-30,48383,0.0,7010,30854.0,49677,175693.0,159825.0,12083492.0,18537052.0,22747.0,2432.0,15860.0,0.0,158045.0,65085.0,49192.0,-457116.0,-342839.0,2692.0,221499.0,229463.0,-7964.0,-2927.0,1167733.0,39860.0,148326,322391.0,9,0.17561314338078352,6.901997146932953,-672855.0,0.004350120010997912,0.03595501559826455,0.012153553740648942,1.0655245877324273,0.09913145038633679,71886.0,0.9053918704615641
Hollywood,FL,2022,Aa3,2019-09-30,62108,0.0,9904,60177.0,85625,238427.0,221661.0,16472988.0,24175612.0,19549.0,4537.0,18425.0,0.0,177141.0,69417.0,119212.0,-830648.0,-642019.0,21457.0,302536.0,264402.0,38134.0,30836.0,1391816.0,75325.0,154513,364796.0,9,0.2523917173810013,6.271001615508886,-342839.0,-0.08994309282199517,-0.12604780918634476,0.07092379088769601,1.1464472245053814,0.07393665706008275,65085.0,1.066559115003457
Hollywood,FL,2022,Aa3,2015-09-30,39642,0.0,13490,14967.0,34786,167483.0,166412.0,11155573.0,17035910.0,20566.0,2550.0,14260.0,0.0,132891.0,68150.0,36472.0,-440035.0,-335413.0,2013.0,204697.0,228400.0,-23703.0,-15682.0,1131073.0,35943.0,146985,317344.0,9,0.08936429368950878,2.938621200889548,-642019.0,0.024426068387384176,0.11579554170310263,0.009834047396884175,0.904112664557608,0.09004378283712784,69417.0,0.9817479868043851
Hollywood,FL,2022,Aa3,2020-09-30,74733,0.0,11848,49199.0,79444,224067.0,219329.0,17412904.0,25136556.0,22576.0,4089.0,22879.0,0.0,175870.0,70938.0,139736.0,-926843.0,-716169.0,7275.0,282374.0,362670.0,-80296.0,-74149.0,1557813.0,226288.0,155008,484516.0,9,0.21957271708908496,6.307646860229575,-335413.0,0.2210677582562393,0.2843604581158322,0.025763703457117156,1.1345866019818331,0.06224942785452339,68150.0,1.040909757887014
Huntington Town,NY,2022,Aaa,2017-12-31,22273,0.0,15325,13399.0,30190,101435.0,91246.0,324026.0,366738.0,12499.0,10456.0,10456.0,0.0,76393.0,258944.0,24838.0,-97251.0,186531.0,5733.0,186545.0,192853.0,-6308.0,-5604.0,10413.0,869.0,201656,192853.0,12,0.13209444471829251,1.4533768352365417,36210.0,-0.1547638773819387,0.03381489720978852,0.030732531024685733,0.3788283016622367,0.06481102186639565,262758.0,0.9854847426148776
Huntington Town,NY,2022,Aaa,2019-12-31,30419,0.0,17933,19181.0,37886,109298.0,97576.0,322627.0,364785.0,12754.0,10631.0,10785.0,5060.0,73753.0,260144.0,31857.0,-256758.0,35243.0,6122.0,197886.0,200002.0,-2116.0,-1255.0,12359.0,1691.0,200704,200002.0,12,0.1754926897106992,1.6962582947638432,186531.0,-0.00672810417571342,0.01069302527717979,0.030937004133693137,0.36747150031887754,0.06376936230637693,258944.0,1.004634206623826
Huntington Town,NY,2022,Aaa,2020-12-31,19729,0.0,10792,22683.0,39527,107916.0,97441.0,322829.0,364545.0,12791.0,10730.0,10878.0,1600.0,80249.0,267102.0,35072.0,-280434.0,21740.0,12504.0,201182.0,219740.0,-18558.0,-17637.0,14023.0,1006.0,204127,219740.0,12,0.21019125986878684,1.8281134173461824,35243.0,-0.5004398036489516,0.0922448330367528,0.0621526776749411,0.393132706599323,0.05820970237553472,260144.0,1.0267467248908297
Johnson City,TN,2022,Aa2,2020-06-30,29082,22.0,39522,14215.0,35121,91259.0,62828.0,2094328.0,2094328.0,14616.0,8279.0,8279.0,0.0,102451.0,158377.0,4150.0,18026.0,180553.0,46776.0,168174.0,172218.0,-4044.0,-3139.0,236471.0,5104.0,67084,220857.0,10,0.15576545874927405,0.736253164556962,183692.0,-0.01708838708272543,0.024046523243783223,0.2781404973420386,1.5272046985868464,0.08486917743789847,164348.0,0.9636685569644899
Johnson City,TN,2022,Aa2,2016-06-30,18689,0.0,40306,4852.0,22427,82577.0,55152.0,1833356.0,1833356.0,13396.0,9657.0,9657.0,4.0,114577.0,149887.0,196.0,32660.0,182743.0,40988.0,153171.0,141760.0,11411.0,14230.0,250842.0,1156.0,65555,365986.0,10,0.05875728108311031,0.4636778643378157,180553.0,0.0788134232053746,-0.07449843638808913,0.2675963465669089,1.7477995576233696,0.09449774266365689,158377.0,0.9463937314130209
Johnson City,TN,2022,Aa2,2015-06-30,14919,0.0,39405,2021.0,19116,74023.0,52652.0,1812412.0,1812412.0,13333.0,9643.0,9643.0,4.0,109749.0,146062.0,180.0,22272.0,168514.0,39497.0,141765.0,133903.0,7862.0,11098.0,241143.0,1311.0,65144,368525.0,10,0.02730232495305513,0.3786067757898744,182743.0,0.06073009636484024,-0.055457976228265086,0.2786089655415653,1.684713864669041,0.09957207829548255,149887.0,0.9744807755175565
Johnson City,TN,2022,Aa2,2018-06-30,22363,0.0,40355,7445.0,26957,89217.0,60028.0,1880299.0,1880299.0,15039.0,10571.0,10571.0,0.0,113443.0,172295.0,177.0,12587.0,185059.0,44781.0,163828.0,155320.0,8508.0,20478.0,224906.0,3819.0,66306,203006.0,10,0.08344822175145993,0.5541568578862595,168514.0,0.12152106056470086,-0.051932514588470834,0.273341553336426,1.710900974270805,0.09682590780324492,146062.0,1.1796018129287562
Johnson City,TN,2022,Aa2,2017-06-30,20688,0.0,40025,7589.0,25372,84554.0,58092.0,1875563.0,1875563.0,20600.0,10604.0,10604.0,0.0,124467.0,157268.0,176.0,40665.0,198109.0,43451.0,157649.0,148602.0,9047.0,15366.0,210040.0,3799.0,66243,526043.0,10,0.08975329375310452,0.5168769519050593,185059.0,0.08303297867166687,-0.05738697993644108,0.27561862111399377,1.8789456999230107,0.13862532132811134,172295.0,0.9127833076990046
Johnson City,TN,2022,Aa2,2021-06-30,40380,0.0,47541,20074.0,45438,98452.0,66150.0,2108085.0,2108085.0,11802.0,10266.0,10266.0,0.0,116065.0,134543.0,14479.0,47604.0,196626.0,57044.0,186950.0,172236.0,14714.0,14825.0,242993.0,4119.0,71046,222114.0,10,0.2038963149555113,0.8493721209061652,198109.0,0.07483254168159953,-0.07870553623963626,0.30512971382722653,1.6336598823297581,0.0685222601546715,157268.0,0.8555014370374139
Leavenworth,KS,2022,Aa2,2016-12-31,4957,0.0,3934,5974.0,6022,17310.0,16940.0,203655.0,203655.0,6106.0,2680.0,2680.0,1660.0,15855.0,36851.0,5441.0,-11091.0,31201.0,4031.0,31315.0,32878.0,-1563.0,-546.0,2079.0,72.0,36220,38811.0,10,0.34511842865395725,1.2600406710726995,37469.0,-0.014572046224879233,0.04991218266006706,0.12872425355261058,0.43774157923799006,0.18571689275503375,43804.0,0.8412702036343713
Leavenworth,KS,2022,Aa2,2019-12-31,3986,0.0,4703,5153.0,5180,18666.0,19105.0,219192.0,219192.0,3748.0,2825.0,2825.0,9185.0,16720.0,37907.0,9778.0,-23455.0,24230.0,3505.0,33707.0,37050.0,-3343.0,-2860.0,1919.0,62.0,36027,44080.0,10,0.2760634308368156,0.847544120773974,31201.0,-0.09166372872664337,0.09917821224078084,0.10398433559794701,0.46409637216532046,0.10116059379217274,36851.0,1.0286559387804943
Leavenworth,KS,2022,Aa2,2020-12-31,6761,0.0,4504,8493.0,8496,25327.0,19136.0,228898.0,228898.0,4748.0,2740.0,2740.0,7835.0,15345.0,41755.0,6260.0,-18477.0,29538.0,10919.0,40563.0,35971.0,4592.0,5308.0,1756.0,-29.0,37351,43387.0,10,0.3353338334583646,1.5011101243339253,24230.0,0.21906727197688816,-0.11320661686758869,0.2691862041762197,0.4108323739658911,0.13199521837035388,37907.0,1.1015115941646663
Leavenworth,KS,2022,Aa2,2015-12-31,4849,0.0,3961,5567.0,5621,17927.0,17309.0,198768.0,198768.0,3545.0,2720.0,2760.0,2410.0,14685.0,38894.0,4318.0,-11465.0,31747.0,3460.0,30522.0,31411.0,-889.0,716.0,2128.0,5.0,35914,37491.0,10,0.31053717855748314,1.2241858116637212,29538.0,0.024239962082740877,0.029126531682065394,0.11336085446563135,0.4088934677284624,0.11285855273630258,41755.0,0.9314812597293737
Leavenworth,KS,2022,Aa2,2018-12-31,5054,0.0,4455,5902.0,5904,18226.0,18558.0,212345.0,212345.0,3546.0,2865.0,3025.0,3935.0,18205.0,37979.0,8271.0,-19160.0,27090.0,3596.0,32994.0,35201.0,-2207.0,-790.0,1992.0,53.0,36191,41619.0,10,0.3238231098430813,1.1344556677890012,31747.0,-0.024884241030648565,0.06689094986967327,0.1089895132448324,0.5030256141029538,0.10073577455185932,38894.0,0.9764745204915926
Lower Merion Township,PA,2022,Aaa,2016-12-31,34427,363.0,17251,16275.0,19721,59888.0,59510.0,7532921.0,7532921.0,10354.0,7230.0,7230.0,0.0,86464.0,124535.0,1424.0,27002.0,152961.0,5917.0,65925.0,73014.0,-7089.0,-5420.0,192142.0,7489.0,58426,88190.0,12,0.2717572802564788,2.0385480814779724,158381.0,-0.03422127654200946,0.10753128555176336,0.0897535077739856,1.4798890904734194,0.1418084203029556,121205.0,1.0274741141042036
Lower Merion Township,PA,2022,Aaa,2020-12-31,37367,3545.0,22898,11837.0,19847,60157.0,66696.0,7662968.0,7662968.0,10116.0,7916.0,7976.0,0.0,78797.0,140991.0,828.0,5997.0,147816.0,6399.0,67795.0,67964.0,-169.0,5310.0,230819.0,-423.0,63633,84795.0,12,0.1967684558737969,1.9308117604505761,152961.0,0.034714731205993686,0.0024928092042186003,0.09438749170292794,1.2383040246413024,0.14884350538520394,124535.0,1.1321395591600756
Lower Merion Township,PA,2022,Aaa,2017-12-31,40157,547.0,21417,17594.0,21174,61306.0,60866.0,7568107.0,7568107.0,10100.0,7327.0,7386.0,0.0,85351.0,123796.0,648.0,21727.0,146171.0,5378.0,65533.0,72708.0,-7175.0,-6790.0,202330.0,3696.0,59056,87873.0,12,0.28698659185071607,1.9241494968854815,147816.0,-0.0459354873626671,0.10948682343246914,0.08206552423969603,1.4452553508534272,0.13891181163008198,140991.0,0.8780418608279961
Lower Merion Township,PA,2022,Aaa,2018-12-31,38766,751.0,21217,16006.0,21350,63558.0,63308.0,7614127.0,7614127.0,10020.0,7287.0,7346.0,0.0,78000.0,133554.0,621.0,4288.0,138463.0,5752.0,69715.0,75599.0,-5884.0,-4269.0,212708.0,9072.0,59563,91750.0,12,0.2518329714591397,1.8941659337437702,146171.0,-0.029205519562703956,0.08440077458222764,0.08250735135910493,1.3095378003122744,0.1325414357332769,123796.0,1.078823225306149
Lower Merion Township,PA,2022,Aaa,2019-12-31,47042,3743.0,25973,19856.0,25774,69250.0,65744.0,7644987.0,7644987.0,9793.0,7580.0,7639.0,0.0,76603.0,137867.0,711.0,3928.0,142506.0,6019.0,76448.0,74370.0,2078.0,4043.0,219278.0,4529.0,59997,90871.0,12,0.2867292418772563,2.116149347728295,138463.0,0.02919913623133978,-0.027181875261615737,0.07873325659271661,1.2767805056919512,0.13167944063466452,133554.0,1.0322940533417195
Lower Paxton Township,PA,2022,Aa2,2018-12-31,2825,10.0,1765,7298.0,8109,22795.0,23321.0,3168688.0,3168688.0,1612.0,1030.0,1388.0,0.0,15808.0,32419.0,1353.0,-8812.0,24960.0,1372.0,23296.0,25299.0,-2003.0,610.0,53747.0,2362.0,49483,43373.0,10,0.320157929370476,1.6096866096866096,2624.0,0.23246951219512196,0.08598042582417582,0.05889423076923077,0.3194632500050522,0.0637179335151587,17015.0,1.9053188363208933
Lower Paxton Township,PA,2022,Aa2,2015-12-31,2323,33.0,1057,6745.0,8058,21145.0,20460.0,3074359.0,3074359.0,1100.0,810.0,1150.0,0.0,15309.0,27440.0,1586.0,-4792.0,24234.0,2225.0,22466.0,22189.0,277.0,1393.0,45086.0,1647.0,48251,39603.0,10,0.3189879404114448,2.2685546875,24960.0,0.055809294871794875,-0.012329742722335975,0.09903854713789727,0.3172783983751632,0.04957411329938258,32419.0,0.8464172244671335
Lower Paxton Township,PA,2022,Aa2,2019-12-31,1812,10.0,1699,4856.0,5446,24491.0,24385.0,3222496.0,3222496.0,1617.0,1305.0,1557.0,0.0,18260.0,15245.0,4026.0,-16099.0,3172.0,1605.0,22401.0,26648.0,-4247.0,-20282.0,57800.0,2106.0,49908,48624.0,10,0.19827691805152914,1.0728241563055063,24234.0,-0.836923330857473,0.18958975045756885,0.07164858711664658,0.3658732067003286,0.06067997598318823,27440.0,0.5555758017492711
Lower Paxton Township,PA,2022,Aa2,2017-12-31,3562,78.0,1465,7854.0,8844,22333.0,22437.0,3153446.0,3153446.0,1611.0,1000.0,1348.0,0.0,16915.0,30792.0,1273.0,-4485.0,27580.0,1519.0,23220.0,24343.0,-1123.0,1548.0,51265.0,2114.0,49059,42477.0,10,0.3516768906998612,2.568132660418169,3172.0,0.4880201765447667,0.0483634797588286,0.06541774332472007,0.34478892761776636,0.06617918908926591,15245.0,2.0198097736962937
Lower Paxton Township,PA,2022,Aa2,2016-12-31,3060,5.0,1159,7501.0,8884,22366.0,21389.0,3111758.0,3111758.0,1463.0,975.0,1324.0,0.0,18057.0,30274.0,375.0,-4616.0,26033.0,3306.0,24653.0,22729.0,1924.0,1799.0,47533.0,1843.0,48649,41638.0,10,0.33537512295448446,2.651646447140381,27580.0,0.0652284263959391,-0.0780432401736097,0.13410132641057884,0.3711689860017678,0.06436710809978442,30792.0,0.9831774486879709
Madison,WI,2022,Aaa,2015-12-31,61167,0.0,235145,38429.0,54638,253297.0,215378.0,22109605.0,22811236.0,64481.0,53604.0,54229.0,0.0,318454.0,686733.0,130520.0,24198.0,841451.0,18037.0,317814.0,332800.0,-14986.0,-2242.0,0.0,0.0,249210,488560.0,12,0.15171518020347655,0.26012460396776454,839707.0,-0.002669978933127865,0.04715336643445538,0.05675332112493471,1.2778540186990892,0.1937530048076923,754118.0,0.910643957576931
Madison,WI,2022,Aaa,2016-12-31,68399,0.0,247925,39306.0,54215,261255.0,224860.0,23193109.0,23939434.0,71259.0,59163.0,59863.0,0.0,340740.0,696131.0,112779.0,40794.0,849704.0,16115.0,337186.0,337482.0,-296.0,8254.0,0.0,0.0,253135,498716.0,12,0.15045070907733823,0.275885852576384,841451.0,0.009809246171197135,0.0008778537661706002,0.04779261297918656,1.3460801548580796,0.21114903905986096,686733.0,1.0136850857611328
Madison,WI,2022,Aaa,2018-12-31,73440,0.0,262913,49318.0,62357,284163.0,234280.0,26765523.0,27574078.0,75989.0,67914.0,68679.0,0.0,400622.0,722844.0,143527.0,-53568.0,812803.0,20187.0,381435.0,369231.0,12204.0,-18234.0,0.0,0.0,258314,541349.0,12,0.17355531860235146,0.27933194630923536,849704.0,-0.02145923756978901,-0.031994966376971176,0.0529238271265091,1.550910906880773,0.2058034130395335,696131.0,1.0383735245234016
Madison,WI,2022,Aaa,2017-12-31,67014,0.0,256074,42025.0,58198,274200.0,227791.0,25059142.0,26285348.0,65783.0,63925.0,64670.0,0.0,372842.0,713628.0,142807.0,-5615.0,850820.0,15801.0,352770.0,361263.0,-8493.0,1115.0,0.0,0.0,256227,531774.0,12,0.15326404084609774,0.2616977904824387,812803.0,0.0013717961178785019,0.024075176460583384,0.04479122374351561,1.4551237769633958,0.18209171711467823,722844.0,0.9872503610737586
Madison,WI,2022,Aaa,2019-12-31,78891,0.0,271013,53172.0,68138,301872.0,245468.0,28095298.0,29188107.0,76673.0,69958.0,70743.0,0.0,418464.0,745492.0,104497.0,-40597.0,809392.0,25742.0,396037.0,397835.0,-1798.0,-3411.0,0.0,0.0,260337,582252.0,12,0.17614088090316427,0.29109673705689393,850820.0,-0.004009073599586282,0.004539979850367516,0.0649989773682762,1.6073934938176286,0.1927256274586198,713628.0,1.044650714377799
Mamaroneck Town,NY,2022,Aaa,2015-12-31,19031,0.0,55538,6829.0,7625,10959.0,9242.0,9210123.0,9210123.0,2466.0,1745.0,1774.0,585.0,21877.0,17116.0,5782.0,-9166.0,13732.0,7322.0,42914.0,43770.0,-856.0,-560.0,0.0,0.0,29808,43770.0,12,0.6231407975180218,0.3426662825452843,9510.0,-0.058885383806519455,0.019946870485156358,0.1706203103882183,0.733930488459474,0.056339958875942425,20553.0,0.8327738043108062
Mamaroneck Town,NY,2022,Aaa,2019-12-31,12038,0.0,6250,6021.0,7587,12055.0,10577.0,9751130.0,9751130.0,3360.0,2420.0,2420.0,0.0,37918.0,22693.0,4245.0,-72182.0,-45244.0,7433.0,48612.0,49126.0,-514.0,-3.0,2117.0,168.0,29568,49126.0,12,0.49946080464537534,1.92608,13732.0,-0.00021846781240897174,0.010573520941331358,0.15290463260100387,1.2823998917748918,0.06839555428897122,17116.0,1.325835475578406
Mamaroneck Town,NY,2022,Aaa,2018-12-31,19292,9.0,59703,6308.0,7810,10879.0,10818.0,9743704.0,9743704.0,3136.0,2421.0,2450.0,0.0,33587.0,21535.0,2716.0,-69492.0,-45241.0,7157.0,46409.0,47195.0,-786.0,-293.0,1608.0,126.0,29641,47195.0,12,0.5798327052118761,0.32318155928569037,-45244.0,0.006475996817257537,0.016936370100627034,0.15421577711219805,1.1331264127391114,0.06644771691916516,22693.0,0.9489710483408981
Mamaroneck Town,NY,2022,Aaa,2016-12-31,12466,2.0,55395,7066.0,8292,11526.0,9810.0,9475721.0,9475721.0,2456.0,2321.0,2350.0,0.0,30673.0,17142.0,7587.0,-12101.0,12628.0,6940.0,44067.0,46527.0,-2460.0,-2119.0,0.0,0.0,29853,46527.0,12,0.6130487593267395,0.22504648601808894,-45241.0,0.04683804513604916,0.0558240860507863,0.15748746227335647,1.027467926171574,0.052786554043888496,21535.0,0.7960065010448107
Mamaroneck Town,NY,2022,Aaa,2020-12-31,6942,165.0,1690,4822.0,6642,9807.0,9801.0,9749093.0,9749093.0,3610.0,2675.0,2675.0,0.0,39419.0,23931.0,4297.0,-78676.0,-50448.0,8445.0,47484.0,52958.0,-5474.0,-5204.0,2589.0,219.0,31758,52958.0,12,0.49168960946262874,4.552131147540984,12628.0,-0.4121000950269243,0.11528093673658496,0.17784938084407378,1.2412305560803576,0.06816722685902035,17142.0,1.396044802240112
Manchester,NH,2022,Aa3,2020-06-30,44053,2123.0,131658,11373.0,27046,157996.0,156818.0,9136033.0,9250964.0,17014.0,14437.0,20714.0,0.0,217487.0,98007.0,35112.0,-251712.0,-118593.0,20748.0,180516.0,207514.0,-26998.0,-23505.0,12420.0,39.0,112850,299989.0,9,0.07198283500848122,0.3400856911259505,-81291.0,0.2891463999704764,0.14956014979281615,0.11493718008375989,1.9272219760744351,0.08198964889115914,111461.0,0.8792941028700622
Manchester,NH,2022,Aa3,2019-06-30,79922,570.0,125016,9654.0,24760,153070.0,155163.0,9056948.0,9176628.0,17125.0,15235.0,21064.0,0.0,188754.0,111117.0,34475.0,-240679.0,-95087.0,16049.0,176632.0,194888.0,-18256.0,-13795.0,13358.0,557.0,112556,286374.0,9,0.06306918403344874,0.6422223293637401,-118593.0,0.11632221126036106,0.10335613025952263,0.09086122559898546,1.6769785706670457,0.08787098230778703,98007.0,1.133765955492975
Manchester,NH,2022,Aa3,2017-06-30,69315,1192.0,125388,8053.0,22293,149293.0,148766.0,8946361.0,9078087.0,17095.0,16212.0,21438.0,0.0,192653.0,136784.0,31985.0,-218407.0,-49638.0,17474.0,173910.0,196367.0,-22457.0,-17358.0,14585.0,380.0,111964,286303.0,9,0.05394090814706651,0.558109761989114,-95087.0,0.18254861337511963,0.12913000977517106,0.10047725835202116,1.7206691436533172,0.08705637912683903,111117.0,1.230990757489853
Manchester,NH,2022,Aa3,2016-06-30,78051,403.0,120055,7696.0,19828,144030.0,141887.0,8548614.0,8681285.0,17091.0,15227.0,20324.0,0.0,207946.0,129313.0,28333.0,-191049.0,-33403.0,15819.0,167898.0,173836.0,-5938.0,177.0,16022.0,1043.0,111335,263007.0,9,0.05343331250433937,0.6523167184836024,-49638.0,-0.0035658165115435756,0.03536671074104516,0.09421791802165601,1.867750482777204,0.09831680434432453,136784.0,0.9453810387179787
Manchester,NH,2022,Aa3,2021-06-30,98992,1592.0,135405,10871.0,24178,159982.0,162375.0,9175092.0,9285800.0,16729.0,14026.0,20577.0,0.0,195933.0,89975.0,44872.0,-266232.0,-131385.0,25072.0,197763.0,213247.0,-15484.0,-11745.0,11433.0,-367.0,115644,301512.0,9,0.06795139453188484,0.7397786463198643,-33403.0,0.35161512439002485,0.07829573782760173,0.12677801206494643,1.6942772647089344,0.07844893480330321,129313.0,0.6957923797298029
Marion,IA,2022,Aa1,2017-06-30,10671,0.0,13423,7135.0,10678,15000.0,20728.0,1500164.0,1503451.0,5773.0,3680.0,4105.0,0.0,44949.0,155206.0,27422.0,-1737.0,180891.0,1123.0,38138.0,33953.0,4185.0,6169.0,0.0,0.0,38892,42172.0,11,0.4756666666666667,0.7949787677866349,192423.0,0.03205957707758428,-0.10973307462373486,0.029445697204887513,1.1557389694538722,0.1700291579536418,139863.0,1.1097002066307744
Marion,IA,2022,Aa1,2015-06-30,12639,0.0,12502,7541.0,12177,14492.0,17629.0,1405903.0,1409310.0,6262.0,3751.0,4011.0,0.0,53494.0,152759.0,41079.0,-568.0,193270.0,1006.0,31690.0,33858.0,-2168.0,667.0,0.0,0.0,37433,40241.0,11,0.5203560585150427,1.0109582466805311,180891.0,0.003687303403707205,0.06841274850110445,0.03174502997791101,1.4290599203910987,0.18494890424714985,155206.0,0.9842338569385204
Marion,IA,2022,Aa1,2018-06-30,11545,0.0,14324,7345.0,11089,16061.0,21341.0,1576771.0,1580077.0,10103.0,3420.0,3880.0,0.0,52125.0,149824.0,34922.0,-1619.0,183127.0,897.0,38504.0,33859.0,4645.0,2198.0,0.0,0.0,39500,42489.0,11,0.4573189714214557,0.805989946942195,193270.0,0.011372691053965954,-0.1206368169540827,0.02329628090587991,1.3196202531645569,0.29838447680085056,152759.0,0.980786729423471
Marion,IA,2022,Aa1,2021-06-30,16202,0.0,16802,12062.0,15798,21527.0,24372.0,1859164.0,1862289.0,8454.0,4380.0,4900.0,0.0,79450.0,154229.0,44307.0,-2711.0,195825.0,2988.0,49771.0,49203.0,568.0,4855.0,0.0,0.0,41535,59197.0,11,0.5603195986435638,0.9642899654803,183127.0,0.02651165584539691,-0.011412268188302425,0.0600349601173374,1.912844588900927,0.1718187915371014,149824.0,1.0294011640324647
Marion,IA,2022,Aa1,2016-06-30,11957,0.0,12907,6963.0,11364,14889.0,17105.0,1453422.0,1456740.0,5764.0,4006.0,4296.0,0.0,49123.0,141127.0,33656.0,-61.0,174722.0,553.0,34421.0,34057.0,364.0,3489.0,0.0,0.0,37987,41068.0,11,0.46766068909933506,0.926396529015263,195825.0,0.01781692837993106,-0.010574939717033207,0.01606577380087737,1.2931529207360413,0.16924567636609214,154229.0,0.9150484020514948
Marion,IA,2022,Aa1,2019-06-30,12301,0.0,15147,7425.0,11739,16990.0,22133.0,1659989.0,1663232.0,15553.0,4035.0,4684.0,0.0,59576.0,143642.0,45269.0,-1346.0,187565.0,1020.0,42578.0,39688.0,2890.0,4438.0,0.0,0.0,40042,47929.0,11,0.437021777516186,0.8121080081864396,174722.0,0.025400350270715764,-0.06787542862511156,0.023956033632392314,1.4878377703411418,0.3918816770812336,141127.0,1.0178208280484953
Memphis,TN,2022,Aa2,2016-06-30,147833,0.0,380873,94674.0,145373,592980.0,614209.0,11345981.0,11345981.0,161034.0,93528.0,111337.0,0.0,1423785.0,293259.0,151398.0,-851833.0,-407176.0,38719.0,877369.0,877440.0,-71.0,48636.0,4070387.0,107142.0,654469,2520898.0,10,0.15965799858342608,0.3881425041943115,-408327.0,-0.11911041885547613,8.09237618379496e-05,0.044130804712726346,2.1754811916225214,0.18352707877461708,343085.0,0.8547706836498243
Memphis,TN,2022,Aa2,2017-06-30,138592,0.0,385676,95343.0,147383,593408.0,655023.0,11374600.0,11374600.0,165053.0,92705.0,112234.0,0.0,1385433.0,304799.0,162682.0,-918811.0,-451330.0,41666.0,908227.0,456352.0,451875.0,329690.0,4161565.0,108288.0,653026,2088483.0,10,0.16067023026315788,0.3593482612348189,-407176.0,-0.8096989999410574,-0.4975353078030052,0.045876196149200583,2.121558712823073,0.36167914241638033,293259.0,1.03935088096188
Memphis,TN,2022,Aa2,2018-06-30,135882,0.0,374262,98283.0,141201,626737.0,688868.0,12597019.0,12597019.0,161427.0,99423.0,120119.0,0.0,1526478.0,340474.0,358736.0,-1031458.0,-332248.0,50416.0,934652.0,943841.0,-9189.0,104110.0,4166223.0,76609.0,651398,2597221.0,10,0.15681697426512237,0.3630665149013258,-451330.0,-0.2306737863647442,0.009831466684926583,0.053940932026037496,2.343387606348193,0.17103198526022922,304799.0,1.117044347258357
Memphis,TN,2022,Aa2,2021-06-30,214984,0.0,401546,106350.0,197553,736591.0,749481.0,12613711.0,12613711.0,171514.0,106595.0,125522.0,0.0,1507934.0,244190.0,295914.0,-758019.0,-217915.0,138249.0,1145763.0,1036811.0,108952.0,189587.0,4403943.0,-29813.0,633104,2581642.0,10,0.14438134595725444,0.5353907148869619,-332248.0,-0.5706189352531844,-0.09509121869007814,0.12066107912369312,2.3818108873107735,0.1654245566453288,340474.0,0.7172060127939285
Memphis,TN,2022,Aa2,2019-06-30,138470,0.0,373105,91541.0,135992,632115.0,700345.0,12687864.0,12687864.0,174103.0,99765.0,118914.0,0.0,1489269.0,225370.0,314515.0,-809885.0,-270000.0,57072.0,1008820.0,986363.0,22457.0,68669.0,4313227.0,80843.0,651700,2647129.0,10,0.14481700323517083,0.3711287707213787,-217915.0,-0.3151182800633274,-0.02226066097024246,0.05657302591146091,2.285206383305202,0.17651006779451378,244190.0,0.922928866865965
Middletown,OH,2022,Aa3,2017-12-31,6547,0.0,6636,6730.0,13332,30848.0,27532.0,662132.0,662132.0,3574.0,2371.0,2566.0,0.0,18519.0,57656.0,13426.0,-23450.0,47632.0,2366.0,44664.0,47916.0,-3252.0,1928.0,0.0,0.0,48862,69680.0,9,0.2181664937759336,0.9865883062085594,46372.0,0.04157681359441042,0.07281031703385277,0.05297331183951281,0.3790061806720969,0.07458886384506219,53363.0,1.0804490002436145
Middletown,OH,2022,Aa3,2016-12-31,5209,0.0,7596,5625.0,10454,26466.0,25313.0,660204.0,660204.0,3770.0,2333.0,2518.0,0.0,20690.0,56377.0,12165.0,-22838.0,45704.0,1203.0,41738.0,47868.0,-6130.0,-668.0,0.0,0.0,48916,69380.0,9,0.2125368397188846,0.6857556608741443,47632.0,-0.014024185421565335,0.14686856102352772,0.028822655613589536,0.42296998936953145,0.07875825185927969,57656.0,0.9778167059802969
